image_path,emotion,valence,arousal,color,lighting,composition,situation
/kaggle/working/Images/Sōsaku hanga/0053179_KiyoshiSaito-Hokkaido(C).jpg,Excited,Positive,High,"Cool tones dominate, with monochrome elements creating high contrast against the warm, earthy background.","Soft, diffused light enhances the high contrast between dark and light, without pronounced shadows.","Dynamic and asymmetrical, with the cows scattered playfully amid angular structures, guiding the eye across the scene.","The image depicts stylized black and white cows suspended above abstract geometric forms resembling ladders. The background is a muted, textured brown, providing contrast to the stark monochrome patterns, creating a surreal and whimsical farm scene."
/kaggle/working/Images/Sōsaku hanga/0053658_YamamuraToyonari-HornedOranges.jpg,Calm,Positive,Low,"Warm tones dominate, with a contrast between vibrant yellows and rich browns.","Soft light source highlights the fruit, with gentle shadows enhancing depth.","Balanced, with a central focus on the fruit, creating a stable visual experience.","A vibrant still life depicts a bowl filled with oranges and bananas, perched atop a textured table. The background features subtle, swirling patterns, adding depth and movement to the scene. The composition is both lively and harmonious."
/kaggle/working/Images/Sōsaku hanga/0054219_MakiHaku-Poem69-67.jpg,Calm,Positive,Low,"Cool blue hues dominate, with moderate saturation, enhancing a tranquil atmosphere.","Minimal light variation, emphasizing the contrast between the blue background and white lines.","The composition is centrally focused, with dynamic, interlacing lines creating a sense of movement.","The image features a rectangular block of abstract blue patterns interspersed with white, curving linear forms, resembling calligraphy. The background is a speckled blue, creating a textured, mottled appearance."
"/kaggle/working/Images/Sōsaku hanga/0054286_UnichiHiratsuka-Crane,TurtleandPine-NewYear'sGreetingCard.jpg",Contentment,Positive,Low,"The artwork uses warm tones with a monochromatic scheme, creating a harmonious and balanced visual experience.","There is minimal use of light and shadow, relying mostly on contrasts within the linework to define shapes.","The composition is dynamic, with the crane and turtle balanced around the central tree, directing attention fluidly.","The image features a stylized depiction of a crane and a turtle amidst textured foliage and flowers. The artwork is monochromatic, with bold, contrasting patterns defining the animals and natural elements against a plain backdrop."
/kaggle/working/Images/Sōsaku hanga/0054892_MakiHaku-Persimmon.jpg,Calm,Positive,Low,"Warm orange tones stand out against the cool, monochromatic background, enhancing saturation and contrast.","Subtle shading highlights the roundness of the fruit, with a soft light source creating delicate shadows.","The composition is dynamic, with the persimmon centrally positioned but slightly offset, guiding the viewer’s eye.","The image features a solitary, vibrant orange persimmon hanging from a slender, dark branch against a deep black background. The stark contrast emphasizes the fruit's luscious form, bringing a minimalist, serene aesthetic to the artwork."
/kaggle/working/Images/Sōsaku hanga/0054893_KiyoshiSaito-HeadofaCat.jpg,Excited,Positive,High,Warm tones with high contrast; deep red complements the stark neutrals.,Sharp light-dark contrast emphasizing shapes and angles.,"Central focus on the owl's face, symmetrical with dynamic angles.","An abstract depiction of an owl, rendered with sharp geometric shapes and contrasting colors. The eyes are prominent, set against a divided background of deep red and neutral tones, creating a striking visual impact."
/kaggle/working/Images/Sōsaku hanga/0054914_KiyoshiSaito-MaikoKyoto(I).jpg,Calm,Positive,Low,"The use of warm tones, like red and brown, contrasts with black and white, creating a balanced palette.","There is subtle contrast, with soft light illuminating the figure's face, enhancing its serene quality.","The composition is dynamic with centralized focus, drawing attention to the figure's expression and attire.","The artwork depicts a stylized figure in traditional attire, combining geometric shapes and bold colors. The background is textured, with the figure standing out prominently. The minimalist facial features convey a sense of calm and mystery."
/kaggle/working/Images/Sōsaku hanga/0055028_YamamuraToyonari-FestivalNightFireworks.jpg,Excited,Positive,High,"Warm tones dominate the fireworks, contrasting with the cool, desaturated background.",Sharp contrast between the bright fireworks and the dark town below.,"Dynamic, with fireworks taking central focus and rooftops leading the gaze upward.","The image depicts an expansive night sky illuminated by vibrant fireworks above a silhouetted town. The cascading trails of light create a dramatic contrast against the dark, serene backdrop, enhancing the festive atmosphere of the scene."
/kaggle/working/Images/Sōsaku hanga/0055264_ToshiYoshida-CherryBlossombytheGate.jpg,Calm,Positive,Low,"Soft, cool tones with gentle warm highlights, creating a pastel-like harmony.","Subtle light source, with gentle contrasts highlighting depth.","Central focus, leading the eye naturally through the elements.","An elegant cherry tree stands prominently against a serene pink sky, its delicate blossoms cascading gently. Below, a traditional wooden gate and two figures, adult and child, exude tranquility. Lush greenery frames the tranquil scene."
/kaggle/working/Images/Sōsaku hanga/0057686_KiyoshiSaito-Cat.jpg,Calm,Positive,Low,Cool tones in the cat contrasted by warm earthy background; moderate saturation.,"Subtle, controlled light with minimal shadow contrast.","Central focus with a balanced, symmetrical layout.","The image features a stylized cat with a minimalist form, its body divided into contrasting sections of black and gray. The background has a textured, earthy brown pattern, enhancing the cat's striking simplicity."
/kaggle/working/Images/Sōsaku hanga/0058229_FunasakaYoshisuke-WorkA30.jpg,Excited,Positive,High,"The colors are vivid and varied, with high saturation creating a lively contrast.","The artwork has a pronounced light source, with strong contrasts and sharp delineations.",The layout is dynamic with the diagonal lines drawing the eye across the canvas.,"This artwork features diagonal, jagged lines traversing a white canvas. The lines are adorned with bright and varied colors, creating an abstract, vibrant contrast against the muted background."
/kaggle/working/Images/Sōsaku hanga/0058257_UnichiHiratsuka-Mt.AsamaintheEarlySpring.jpg,Calm,Positive,Low,Cool tones prevail with subtle warm accents; low saturation promotes calmness.,"Soft light source with gentle contrasts, enhancing the serene ambiance.","Balanced composition with central focus on the mountains, creating harmony.","The image captures a serene rural landscape with a thatched cottage in the foreground. Vast fields stretch towards a range of majestic, snow-capped mountains, under a spacious, pale blue sky. Sparse clouds drift subtly."
/kaggle/working/Images/Sōsaku hanga/0058799_UnichiHiratsuka-StrollingBird.jpg,Calm,Positive,Low,"Cool blue tones contrast with warm orange, providing balance and visual interest.","Minimal light and shadow, offering a flat, illustrative quality.","Dynamic layout with central emphasis on the bird, creating focus and intrigue.","A stylized bird with vibrant blue and white plumage stands beside a bare, abstract tree. The background is a muted beige with scattered orange accents, creating a minimalist yet striking composition."
"/kaggle/working/Images/Sōsaku hanga/0059563_KiyoshiSaito-Naoko,portraitoftheartist'sdaughter.jpg",Calm,Positive,Low,"Warm earth tones dominate, creating a comforting atmosphere. Desaturated background contrasts slightly with the richer tones of the face.","Soft lighting highlights facial features, with subtle contrasts bringing depth to the eyes and expression.","Central focus on the girl's face, which is symmetrically positioned, providing balance and emphasis.","The image portrays a portrait of a young girl with wide, expressive eyes and a calm demeanor. Her face captures attention against a muted, textured background, adding focus on her gentle, innocent expression."
/kaggle/working/Images/Sōsaku hanga/0059824_FunasakaYoshisuke-885.jpg,Calm,Positive,Low,"A mix of cool blue and warm red tones, with moderate saturation, enhances contrast and visual interest.","Light is consistent, with minimal contrast, providing a flat, even appearance.","The composition is symmetrical, with a central focus on the undulating lines, creating dynamic equilibrium.","The image features a geometric abstraction with intersecting rectangles in shades of blue and red. Central vertical lines, wavy and multicolored, create a rhythmic balance. The overall layout suggests both structural symmetry and playful movement."
